,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
481,6973430,"You wasn't there for me, so I had to get it on my own
Trap, trap, yo, I'm on the go
Getting bands, but I need some more
Free the bros, yeah, they soon come home
It's the life that we living
Mama teach my ho' to cook a chicken
Know I'm in the trap, yeah, I'm whipping up a pigeon
Been the sauce since a kid",Opp niggas tryna know where I live,I'm whipping up a pigeon Been the sauce since a kid,"I'm in the trap, yeah, I'm whipping up","you wasn't there for me, so i had to get it on my own .","I'm the sauce, yeah, I'm the sauce"
482,3503293,"Paris
I wanted to see Eiffel tower and the Champs-Élysées
But all I kept hearing was “Parlez-vous français?”
I said pardon, monsieur
I don't speak French, adieu
I said adieu
I said I don't speak French, adieu
I said adieu",I said I don't speak French,"pardon, monsieur I don't speak French, adieu I said adie","I said I don't speak French, adieu",i wanted to see eiffel tower and the champs-élysées but,"I said I don't speak French, adieu"
483,3117713,"That's my cutthroat bitch, ayy
Little cutthroat
That's my cutthroat bitch
Every little thing that we do
Should be between me and you
The freaky things that we do
Should be between me and you
When you see me out here flexing in my coupe",Nigga I'm flexin' up on you,"that's my cutthroat bitch, ayy Little cutthroat That'",The freaky things that we do,"cutthroat bitch, ayy little cutthroat that's my cutthro","I'm a cutthroat, I'm a cut"
484,107728,"Welcome to DJ Deckstream Airlines
I’m your pilot for this journey
I go by the name Substantial
Enjoy the ride (QN5)
When I get a pen you can set sail
And ride with the wind I’ll take you there
Now vibe with me friend losing ain’t an option
I came to win and provide for my kin","I shine like a gem, polished to perfection",DJ Deckstream Airlines is your pilot for this journey I go by the name Substantial Enjoy the,I’m a fucker and I’m a,substantial enjoy the ride (qn5) is the pilot for this journey . he,I’m a king and I’m a king
485,2133669,"I, I, I, I, I, I, I
Have a pen-i-i-i-i-i-is
For your vagi-i-i-i-i-in
Girl I, I, I, I, I, I, I
I'm tryna, I'm tryna get through to you
I'm not into you
I'm just tryna get into you
Glucose in her noses",She spreading like Moses,vagi-i-i-i-i-i-i-i-i-,"I, I, I, I, I, I, I","I, I, I, I, I, I, I, I, I, I,","I, I, I, I, I, I, I, I"
486,1779940,"Baby, I come running
Baby, I come running
Just keep me coming (Keep me coming)
And I come running (Running)
Cause I'm your dog
Baby I'm your dog
So whenever you call
I come running","Baby, I come running","Baby, I come running Baby, I come running Just keep me coming (Keep me coming) And","Baby, I come running","baby, I come running whenever you call . whenever you call . i come running cause","Baby, I come running"
487,538727,"This is dedicated , to you
If you can relate to this story
I think bout you here and everywhere
You think bout there and everywhere
When we see each other actin' like we never care
But the feelings that's the shit we gotta share
Now you datin' with the nigga like he feels you
He stabs you in the back I know that it kills you",You hide with a smile but I know you need happiness,this is dedicated to you If you can relate to this story I think bout you here and everywhere You,I know that it kills you,"this is dedicated , to you if you can relate to this story . i think",I know that it kills you
488,2404443,"So can I get a fucking encore? (Yeah, yeah, yeah)
Can I get a fucking encore? (Yeah, yeah, yeah)
Can I get a fucking encore? (Yeah, motherfucker, motherfucker)
Can I get a fucking encore? (Shit, shit, oh)
The hype man is here
Started from FIFA to top of the tier
Got all of these stacks
""How did you do it?"" is all that I hear",Man’s doing everything,"""How did you do it?"" is all that I hear . ""how did you do it",The hype man is here,"can i get a fucking encore? (Yeah, yeah,","I'm a fucking nigga, I"
489,4233387,"Charlie
Charlie
Are u u hear
No one fears u
Matter of fact
Bitch
Go back to the chocolate factory
Bitch u live in a ditch",Fuck the game,Charlie Charlie Are u u hear No one fears u Matter of fact Bitch go back,Bitch u live in a ditch,charlie are u u hear No one fears u matter of fact bitch,Bitch u live in a ditch
490,4243111,"Bouncing on my bullshit, my mamma raised right
Manners at the table, my hair be looking nice
Aunties, uncles, cousins see me at surprise
Always new version, i only see ‘em twice
It's my birthday and i just slept
It's my birthday and someone left
Got the phone call, line was breathing heavy
I question how i felt at the ceremony",Where my head at?,i only see ‘em twice It's my birthday and someone left Got the phone call,It's my birthday and i just slept,i only see ‘em twice it's my birthday and i just slept it,It's my birthday and i just slept
491,748780,"
I'm not here to shoot and kill
I am only here to build
What my founding fathers wanted when we were built up on a hill
See existence is a mixture of a leader and a slave
And they put us on they chains denounced what we had gave
We were servants and were urgent to be done with all this shit
But man wanted more from us and that was fucking sick",But I am going to advocate a method of peace and change,i'm not here to shoot and kill I am only here to build What my founding father,I'm not here to shoot and kill,i'm not here to shoot and kill i am only here to build what my founding,I'm not here to shoot and kill
492,4072008,"You would take a sip of that green, nah
You'll hit the clean with the cut, yes
Goofy smoke my weed, nah
Your gun come with a beam, yes
Alexander McQueen scarf
Not for the drip, I cover the tats
Might gotta shoot a nigga all in his back
Nigga act like he a big dawg",Everything he say out his mouth straight cap,"nah You'll hit the clean with the cut, yes Goofy smoke my weed","You'll take a sip of that green, yes","nigga act like he a big dawg, nah nigg","You would take a sip of that green, nah"
493,3572890,"Junior year of high school, never knew how it’d be special
Always the times like that, ones where you gotta step back
Realize how much they affect you
Walking into youth group like
“What’s up man, what’s your name?”
“Well I came to play, I’m not here to stay, but I’ll tell you just the same, my name is Carter Billen.”
“Nice to meet you, my name’s Alan. Can’t wait to hear the band, I hear you guys are full of talent.”
Got us up onto the stage and took our place when we took a bow",Next thing I know I’m up again but with Elise and Nathan now,the band is full of talent . got us up onto the stage and took our place .,"I’m a boy, I’m a boy, I",Carter and alan were in a band when they were in junior year of high school . they,"We were the only ones there, we were the only ones there"
494,5730043,"Bad advice from your friends
Be the reason why we gon end
Cuz you take advice from these women
Who ain't know how to choose men
Im just tryna be honest
Im just being modest
Im the best you ever had
Who could lay it down?","When i come around me, i got the crown",bad advice from your friends Be the reason why we gon end Cuz you take advice from these,I'm just a fuckin' fuckin,bad advice from your friends Be the reason why we gon end cuz you take advice from these,Who could lay it down?
495,3106430,"Hello hello kitty hello
Hello hello kitty hello
I know I know kitty I know
Hello hello kitty hello
You say you mine, you say you mine
I know you lying, I know you lying
Cause every time, I'm in your town
I hit your line, you try to run",Million followers don't make you Chris Milian,"Hello hello kitty hello Hello hello kitty hello You say you mine, you say you","I'm in your town, I'm in your town",hello hello kitty hello hello hello hello hello hello hello hello hello hello hello hello hello hello hello,Hello hello kitty hello
496,4080477,"I don't know what I would do if I couldn't smoke
I was driving so fast down the road always always in smoke
Never thought I'd make it this far they all thought I was a joke
All the dust got kicked up but everybody trying to switch up yeah
DJ I'm making sweet music
Me and your girl we making sweet music
I'm from the woods
If you take an L you can learn from it",And if you learn well you can earn from it,I'm making sweet music Me and your girl we making sweet music I'm from the wood,I'm making sweet music,dj jimmy savile is a british singer-,If you take an L you can learn from it
497,3911130,"Jumping on a bouncy castle
Having a cool Nerf gun battle
In the backyard pool, I paddle
Don’t hit me or I will tattle
I’m gonna go to the movie theater
Go to see Cars starring Lightning and Mater
Then go to Sonic and pick up some taters
Don’t give a crap if you are a hater",We’re gonna travel to Pump It Up,go to see cars starring Lightning and Mater Then go to Sonic and pick up some,Don’t give a crap if you are a hater,a hater is a person who doesn’t care what others think .,Don’t give a fuck if you are a
498,5043990,"I wasn't chained down, but neither was I free
Gotta ask the system, ""What am I supposed to be?""
I'm just nothing but a coolie
No skills, hard work, I'm just nothing but a coolie
I wasn't chained down, but neither was I free
Gotta ask the system, ""What am I supposed to be?""
I'm just nothing but a coolie
No skills, hard work, I'm just nothing but a coolie","You’re hearing the word “coolie,” so you’re thinking that it’s cool","I wasn't chained down, but neither was I free Gotta ask the system,","No skills, hard work, I'm just nothing but a cool","i wasn't chained down, but neither was i free Gotta ask the","I'm just a kid, I'm just a kid"
499,2989188,"Shit...
Yo this woman broke my heart ya...
For real for real
Had me sheddin tears and all that
Damn...got me feelin like...
Got me feelin like fuck you, you ain't care that I loved you
Knew that you was gon run to that fuckboy, bitch fuck you
I'm a fool cause I trust you, why'd I go on and love you?","Knew that you was gon turn to that fuckboy, bitch fuck you!",for real for real Had me sheddin tears and all that Damn...got me feelin like,"I'm a fool cause I trust you, why'd I go on and","i'm a fool cause i trust you, why'd i go on","I'm a fool cause I trust you, why'd I"
